date,ppo_agent,buy_and_hold,monthly_rebalance
2019-05-13,109641.35059310474,106829.4060681624,106862.72233379883
2019-05-14,108496.52851297887,107159.62540842983,107173.5789288392
2019-05-15,108913.28923176558,107707.25214312298,107710.37140791224
2019-05-16,109609.02501750759,107902.47031507985,107890.1716476836
2019-05-17,109849.91659728845,107437.74324437702,107432.25475058451
2019-05-20,109258.52339507377,106884.85364004203,106890.05811425044
2019-05-21,108558.16353080592,107221.15556682383,107212.53198255661
2019-05-22,108980.20840083767,107163.32593029099,107162.0077707182
2019-05-23,108904.27506966847,106986.1284403633,107009.57977734075
2019-05-24,108671.78896245253,107067.18427017839,107091.01086995205
2019-05-28,108772.25262629063,106858.71001233908,106898.04273140842
2019-05-29,108507.50980622925,106611.3227466139,106668.11113568555
2019-05-30,108193.50432929493,107092.99068307978,107156.37426348095
2019-05-31,108797.1779735823,107025.27119981589,107142.19749630865
2019-06-03,108703.80488798894,106959.62600096826,107128.59288013895
2019-06-04,108610.36579523438,107787.28220367519,107942.05435461721
2019-06-05,109663.36263856188,108075.33882077246,108234.34570578858
2019-06-06,110019.76974164137,108531.90380244606,108693.79452856931
2019-06-07,110595.76403993786,109480.50897506066,109648.01035226899
2019-06-10,111801.5677121883,109416.10178393927,109593.64410158602
2019-06-11,111714.29284975516,109425.93208101628,109604.03986802645
2019-06-12,111729.35791402774,109393.18394971496,109564.90367842157
2019-06-13,111685.04139722967,109832.16895505317,110007.5817522087
2019-06-14,112232.63111643067,109764.82260085852,109935.30571286779
2019-06-17,112144.0694886746,109929.89918472509,110102.99730094465
2019-06-18,112354.88793958444,110701.05666866516,110886.87458307644
2019-06-19,113340.09889372926,111000.05104704383,111189.35092578368
2019-06-20,113722.75165958692,112048.24026889731,112250.3225932128
2019-06-21,115049.70002823645,111882.90007345167,112093.67943128613
2019-06-24,114840.09880356141,112355.36375325192,112566.65167916962
2019-06-25,115446.288127776,111862.43843771564,112054.31015157123
2019-06-26,114813.18085877357,111599.98323607698,111789.39715703054
2019-06-27,114471.25937753571,111905.94435912135,112092.48349766311
2019-06-28,114855.7972223328,112091.37643787896,112283.5596353256
2019-07-01,115098.8744018098,112112.57326901001,112302.06478600625
2019-07-02,115123.74514344482,112915.7894077254,113098.5227850749
2019-07-03,116149.51391973915,113470.6630163382,113656.25479881681
2019-07-05,116855.09552991165,112838.42507190797,113024.44764895186
2019-07-08,116049.14572576794,112445.73153849364,112628.88332580116
2019-07-09,115539.06224927714,112656.69505731852,112840.55877663448
2019-07-10,115810.02103535488,113224.58173729297,113408.91579019281
2019-07-11,116534.5134938601,112771.78749272556,112961.12912316517
2019-07-12,115946.69354287603,113165.86282946734,113358.57893189444
2019-07-15,116458.40959832157,113382.39789552886,113573.96143626155
2019-07-16,116729.05217809252,112928.93365812892,113118.72024458865
2019-07-17,116150.76779682947,113286.04410494423,113460.63395720845
2019-07-18,116602.0114514171,113722.65735316125,113898.73789441043
2019-07-19,117155.84004518807,113039.22225225986,113208.55291788006
2019-07-22,116278.40289689455,113320.35599621414,113492.37041898187
2019-07-23,116632.0004928905,113376.86981551623,113554.97747882843
2019-07-24,116707.3467134078,113856.41285061385,114037.8075017511
2019-07-25,117324.38389383316,113263.98457804084,113440.1241409792
2019-07-26,116558.63704160949,113741.8944635773,113925.1087856497
2019-07-29,117170.77300102054,113780.84024132437,113959.20745151854
2019-07-30,117220.92280406006,113760.30927363287,113933.59029008997
2019-07-31,117191.83056675128,113081.32281810998,113240.33673716999
2019-08-01,116317.49590028424,113774.65019995497,113923.43412781038
2019-08-02,117195.79529387661,113395.91720409873,113551.74369728196
2019-08-05,116702.82816117253,112625.8164129122,112827.32900644954
2019-08-06,115706.83263339837,113622.17696245617,113812.14619282083
2019-08-07,116983.7522964845,114113.70608582834,114311.69251831215
2019-08-08,117613.7015630963,115226.12167815508,115393.0849358451
2019-08-09,119041.55024901648,114732.1727440099,114905.41044338397
2019-08-12,118400.95702070379,114892.57345428862,115115.06925389593
2019-08-13,118605.19364397938,115535.73798086692,115704.70925732331
2019-08-14,119437.80823980528,114844.80602482501,115096.0344213063
2019-08-15,118539.58807156057,115297.75657870247,115576.63902286484
2019-08-16,119110.58317051145,115673.65367325244,115883.6660689653
2019-08-19,119598.69258778187,115718.86417528323,115857.45248028364
2019-08-20,119657.12331900737,115786.20863000813,115959.41231062694
2019-08-21,119738.75632177762,115952.58421828615,116093.6941813316
2019-08-22,119953.82517862198,115657.55589451912,115789.43466520931
2019-08-23,119572.31388878658,115170.93186301037,115392.577058564
2019-08-26,118935.33703056794,115679.48076734957,115856.84360575488
2019-08-27,119597.18303630945,116119.90351093742,116343.72465386109
2019-08-28,120163.64348235483,116331.02684691077,116538.47716244984
2019-08-29,120436.73780670896,116733.28185376746,116886.44753141799
2019-08-30,120951.86673481688,116611.31662061319,116765.12227767837
2019-09-03,120796.62851439697,116609.06761477035,116791.74894675953
2019-09-04,120786.06036098376,117395.12811373516,117576.30745229023
2019-09-05,121798.36771329433,117134.08618423305,117307.66709509611
2019-09-06,121465.33580083962,117102.32979807722,117274.09366200412
2019-09-09,121415.93320548753,116559.5814316027,116736.50872750588
2019-09-10,120715.24887674407,115874.72109297763,116062.74824088618
2019-09-11,119834.1124361903,116360.64645310104,116557.73418941422
2019-09-12,120456.85243870516,116435.5177605831,116643.55225321012
2019-09-13,120551.01547012146,115646.71493595775,115878.01040215752
2019-09-16,119530.16093038156,115959.80839462181,116163.15352442319
2019-09-17,119934.66995081818,116301.59289147468,116503.1595743132
2019-09-18,120376.54515085364,116260.47001355409,116458.81199163252
2019-09-19,120320.59984972392,116461.70810791285,116656.43513447208
2019-09-20,120580.93219036215,116690.3698862479,116856.02172500799
2019-09-23,120874.15340396289,116822.9811011194,116988.24477373488
2019-09-24,121043.13375822772,116736.6335562985,116881.91471822905
2019-09-25,120928.55011968839,116364.43691942083,116518.75509044615
2019-09-26,120443.862710351,116377.57663752782,116523.90137112018
2019-09-27,120455.42287621471,115902.84325645963,116041.2070505896
2019-09-30,119838.49914992458,115932.11041118248,116077.3433090628
2019-10-01,119870.90415077885,115666.85127846945,115794.47228347625
2019-10-02,119524.26325966313,115195.37733645491,115331.18292391351
2019-10-03,118904.44387947724,115959.86467164435,116092.37484560862
2019-10-04,119880.07351425807,116794.875858776,116918.94100728429
2019-10-07,120948.2473013484,116228.66091660957,116348.52777326509
2019-10-08,120218.0573120514,115785.38563185446,115914.93937323274
2019-10-09,119644.94465240865,116121.75521926767,116240.23722479018
2019-10-10,120079.4222037981,115918.44186987162,116024.30790687769
2019-10-11,119805.75905550977,116035.72088839194,116138.12368670573
2019-10-14,,116273.00540349186,116373.43051114255
2019-10-15,119965.38400171723,116355.74235122079,116459.63290214089
2019-10-16,120072.08944111594,116426.51656346837,116528.63137423727
2019-10-17,120157.95716588183,116541.70759916214,116646.73885806158
2019-10-18,120295.69147795504,116190.82820554501,116290.54003516333
2019-10-21,119842.9642939486,116266.68787475045,116372.79201867015
2019-10-22,119943.48046645244,116209.72769600282,116306.99142033854
2019-10-23,119870.02862255089,116400.2231712165,116498.42567148466
2019-10-24,120115.64809992872,116785.771338958,116890.39418771725
2019-10-25,120610.24893804027,117012.5299372009,117126.00693530026
2019-10-28,,116961.16500966385,117087.54618672293
2019-10-29,120897.53980071198,116723.55254046338,116841.85933019877
2019-10-30,120590.52803584609,117380.20539463863,117488.86932782753
2019-10-31,121435.79754057302,117890.42965505962,117988.28801695805
2019-11-01,122081.90179313536,118271.09016123715,118376.4268785739
2019-11-04,122575.75422533715,118135.2103115757,118243.96192785245
2019-11-05,122396.9564655529,117469.77593846607,117584.21589722944
2019-11-06,121540.68728912403,117667.44331241878,117776.26300248806
2019-11-07,121793.5839367689,117039.5734850489,117162.98308282428
2019-11-08,120978.47711053585,116945.40276087097,117078.84518500997
2019-11-11,,116826.65814634066,116958.85958393673
2019-11-12,120854.06017912237,117117.97620323308,117248.24719301463
2019-11-13,121225.27798189738,117377.09032917043,117500.42615937452
2019-11-14,121560.52948388807,117740.16358056781,117854.76927189594
2019-11-15,122022.30710728801,117998.49718696198,118123.17319225376
2019-11-18,122356.96842523743,118147.34053340228,118269.99202852075
2019-11-19,122549.89482975601,118382.13098607573,118500.86351122326
2019-11-20,122857.09056230022,118409.00999171077,118517.15874083119
2019-11-21,122891.95938500625,118042.40189512103,118153.29246919343
2019-11-22,122413.57026357517,118098.1792258676,118211.71418758128
2019-11-25,,118519.11549321155,118646.80819324238
2019-11-26,122483.12282352656,118870.74545837677,118995.35001827819
2019-11-27,122937.36111277356,118949.96205243941,119088.06684727033
2019-11-29,123036.98232906575,118847.90352865282,118972.95136787179
2019-12-02,122907.81493940756,118075.57247424987,118187.89068669754
2019-12-03,121906.91652196112,118462.17496923682,118573.88914653628
2019-12-04,122394.80876084504,118457.26194531425,118562.52141283968
2019-12-05,122391.23219256348,118447.22126428827,118551.85717736969
2019-12-06,122375.49577138702,118555.02145991728,118654.7677221445
2019-12-09,122509.18115185156,118415.27897948853,118513.80376600337
2019-12-10,122331.44026528386,118437.98323921309,118536.59280555851
2019-12-11,122360.75916754249,118982.14297015459,119080.35551300354
2019-12-12,123060.72753016796,118891.44922157389,118990.20033273876
2019-12-13,122940.68860185276,119372.02170730666,119466.8072372493
2019-12-16,123553.51556371829,119557.19582431029,119657.06403835831
2019-12-17,123795.89457600645,119542.35478812005,119643.17922152695
2019-12-18,123771.07004100739,119367.49726859745,119473.18628496634
2019-12-19,123544.76633536277,119714.61577883297,119823.4994487813
2019-12-20,123993.86123033527,119976.05124649948,120087.65625935698
2019-12-23,124326.7184683641,120110.5723365194,120225.68937363457
2019-12-24,124506.60001839585,120425.5691094571,120539.82886355802
2019-12-26,124906.29067006888,121011.4614953456,121132.81599345856
2019-12-27,125668.73849349638,121007.44576636606,121126.99628311634
2019-12-30,125657.83991100553,120680.47424638618,120797.76178489799
2019-12-31,125230.57878499384,120598.28561207419,120726.71962386815
2020-01-02,125118.2873957828,121680.55143466646,121811.1505565586
2020-01-03,126516.16531538212,121971.05242248075,122100.52748302196
2020-01-06,126893.72227256696,122336.42219609166,122465.04029984807
2020-01-07,127371.73328651753,122244.68697184225,122374.57896093492
2020-01-08,127246.58230717192,122215.91412017496,122340.02080944351
2020-01-09,127206.26043512029,122536.44432644555,122659.3410097739
2020-01-10,127623.28314028212,122766.59083193007,122889.14674878774
2020-01-13,127925.80128032206,122964.29705125478,123086.5545400574
2020-01-14,128180.42012107986,122934.53936739913,123054.8007251059
2020-01-15,128141.64512185329,123311.11085228954,123432.50035724026
2020-01-16,128626.50450713065,123640.64661553506,123764.00535250007
2020-01-17,129050.35868964464,123674.25979333746,123799.75820714206
2020-01-21,129094.2135299706,123903.83561504306,124027.27044802679
2020-01-22,129390.83746188314,124067.83265478091,124193.07106238583
2020-01-23,129604.91189113323,124410.092613698,124538.11666396604
2020-01-24,130045.98188142823,124328.39013566312,124452.84633664871
2020-01-27,129936.27391967594,123974.92865847275,124101.80034919087
2020-01-28,129471.58602256367,124200.09560931205,124310.45353221781
2020-01-29,129765.5237017429,124599.6956764911,124717.94697737385
2020-01-30,130284.47047273177,124776.70939276935,124894.63049471701
2020-01-31,130512.89318515368,124304.72060521347,124432.3021979864
2020-02-03,129889.88248730669,124683.63635902398,124799.8416273306
2020-02-04,130384.50750379468,124969.72546072931,125099.12450842658
2020-02-05,130764.3755401289,125100.46720249459,125242.27203883523
2020-02-06,130932.4172686008,125645.94611039823,125791.40380588637
2020-02-07,131649.0192626418,125790.795683409,125917.09423681325
2020-02-10,131829.7924950053,126417.03103795974,126555.21946251587
2020-02-11,132650.16727277555,126253.0430091456,126397.18813003044
2020-02-12,132432.0699861985,126510.94764255617,126673.98341131712
2020-02-13,132773.22862849056,126697.25875990254,126850.51359981715
2020-02-14,133011.63214760053,127029.52273066521,127181.59237521263
2020-02-18,133444.6592915047,127473.4708942189,127611.93669201348
2020-02-19,134027.6193601074,127988.96311505581,128139.2180746831
2020-02-20,134702.07416910536,127951.24405460723,128079.88988118577
2020-02-21,134652.45235451218,127828.92625610605,127923.87605242671
2020-02-24,134479.3630159578,126606.50610591499,126668.96341089188
2020-02-25,132871.84068171118,124839.75858424461,124907.98406184874
2020-02-26,130545.11272858182,124853.49856148778,124920.10791756825
2020-02-27,130563.07262071111,122768.7003072574,122901.47956617929
2020-02-28,127823.13753078514,122358.62670818473,122488.202678224
2020-03-02,127269.22843044437,124645.28433768543,124631.90309328951
2020-03-03,130230.75377940058,124325.30847303769,124248.46308771799
2020-03-04,129783.42347468494,126196.44911170936,126121.39180766116
2020-03-05,132213.31066541767,125786.85764805588,125652.86893673606
2020-03-06,131647.06527321602,126272.20669634805,126133.68803925347
2020-03-09,132273.11239809036,123287.78504408768,123268.52416670961
2020-03-10,128344.41206363837,124108.75991503312,123745.94244145902
2020-03-11,129430.07618289259,120820.3504709607,120497.86843325208
2020-03-12,125137.47784199557,115482.989636135,115346.45831161828
2020-03-13,118221.74656184563,118176.57275663076,117567.61392058736
2020-03-16,121681.90566672043,114025.70386337792,113703.4793208118
2020-03-17,116331.17444518209,115777.05101271876,114893.96930846962
2020-03-18,118561.99222467843,112157.81294743464,111371.33074340344
2020-03-19,113897.06456223945,112520.69307778489,111714.27824754381
2020-03-20,114365.38199425886,112705.0379864147,112137.98804602478
2020-03-23,114591.87398604443,114063.64112107719,113717.40363572405
2020-03-24,116326.28906929512,118587.79107877995,117660.5404920417
2020-03-25,122083.18582574061,118395.06352416081,117402.84595806667
2020-03-26,121826.93352014845,121440.54254657771,120185.6054328258
2020-03-27,125749.60098397348,120373.17561443035,119277.5313486893
2020-03-30,124368.05077217396,121932.0055667748,120650.43753977961
2020-03-31,126389.66559907369,120385.69829455788,119114.91938881212
2020-04-01,124386.1180261819,118851.48690859013,117783.2805784176
2020-04-02,122395.08879975512,120422.93641160551,119321.17347880016
2020-04-03,124417.96737776806,119900.50934482721,118823.55304509556
2020-04-06,123754.49299642423,123829.66338475881,122629.84033251202
2020-04-07,128821.00858309348,123464.03254128859,122265.26653008796
2020-04-08,128331.03094943862,124404.22602100256,123199.54711005195
2020-04-09,129569.95442864936,125518.50264420544,124320.79794030313
2020-04-13,131014.786059571,125759.33478040066,124575.10375500323
2020-04-14,131331.96298223684,127791.32351313844,126637.49223001038
2020-04-15,133978.56839858173,127499.41718173059,126267.45282944672
2020-04-16,133599.04825719388,128357.40618281484,127126.474254632
2020-04-17,134719.82182436137,128453.91890791207,127243.81547417297
2020-04-20,134846.44265516842,128089.06200786245,126836.55412307168
2020-04-21,134364.64515008204,126513.65508038204,125194.1476383408
2020-04-22,132298.9048220272,128065.30945584067,126766.44803313777
2020-04-23,134327.16586630986,128395.16091256829,127093.73617998879
2020-04-24,134765.69547661312,129112.91372644664,127819.33348515471
2020-04-27,135701.32637324254,129033.8165786211,127771.45088325397
2020-04-28,135606.58624009442,128618.1282964127,127310.42859949512
2020-04-29,135051.33517603215,130205.63105651153,128952.294064344
2020-04-30,137144.1006298416,129181.31671202411,127935.0363233448
2020-05-01,135789.28292992743,128150.06071574728,126808.59053705119
2020-05-04,134433.97446207775,128486.49115731419,127133.43495367082
2020-05-05,134878.167960743,128962.04982959531,127596.48175330868
2020-05-06,135499.14325625537,128193.58562882619,126832.91030603726
2020-05-07,134495.99287819577,129655.01414802221,128276.08542543926
2020-05-08,136412.58916054497,129948.81122249627,128564.58477555415
2020-05-11,136795.89146439132,129816.88409694989,128442.48007874911
2020-05-12,136628.4688123202,129125.60079136353,127733.13632678732
2020-05-13,135715.94551290915,128774.8375953794,127386.7412771965
2020-05-14,135255.11359322816,129857.76722087056,128455.38622494604
2020-05-15,136673.83670889123,130227.86556624043,128823.26872524162
2020-05-18,137157.65718478055,130737.6732212183,129315.03976823715
2020-05-19,137828.8271305099,130753.70428507817,129328.18321990332
2020-05-20,137849.9528576532,131860.53308718564,130431.79260852923
2020-05-21,139308.5759519878,131070.32464786363,129631.31264199884
2020-05-22,138268.16662552714,131525.7731819499,130081.7212854441
2020-05-26,138865.6205551048,131049.80119615959,129613.02905430579
2020-05-27,138240.5874544163,131579.5464841647,130148.98078864816
2020-05-28,138942.22924027484,131490.427589238,130061.80948884123
2020-05-29,138821.45518794993,132369.5158943344,130939.24853240473
2020-06-01,139987.84752517322,132502.19513666446,131080.03859016893
2020-06-02,140159.7645817926,132631.40681317647,131208.99905119697
2020-06-03,140330.61343209338,132259.2088408516,130851.49700556953
2020-06-04,139841.52625792558,131897.26295239778,130492.05107562961
2020-06-05,139366.31048933486,132373.6407220498,130996.58268757812
2020-06-08,139995.50296336197,133287.36255627722,131908.60183938037
2020-06-09,141203.41855605034,133841.51045291292,132430.48185538588
2020-06-10,141937.24260254955,134793.78117705998,133352.22755969598
2020-06-11,143199.58154675292,132223.77430428925,130702.72535287963
2020-06-12,139780.27617591358,132533.15041631297,131004.99255654291
2020-06-15,140189.09711799116,133065.75721298077,131534.5717514262
2020-06-16,140899.64029332533,133613.82619107,132091.3111707881
2020-06-17,141625.0590964617,133748.94124260521,132221.51411523987
2020-06-18,141804.0794653112,134064.66802261618,132529.31785956238
2020-06-19,142219.30782474097,134224.35499510515,132680.09154046132
2020-06-22,142431.0579732978,134895.29406368,133353.57986048117
2020-06-23,143321.009738909,135294.31861741273,133761.1721288315
2020-06-24,143847.7093094949,134239.7377219379,132678.0856974262
2020-06-25,142449.39125396346,134844.36249502015,133279.96902937177
2020-06-26,143251.3932572845,133978.4129506509,132397.6444777968
2020-06-29,142098.2365528373,134592.21681969048,133002.11807459433
2020-06-30,142915.19886753493,135458.3653416719,133869.83985380174
2020-07-01,144058.38343155413,135785.44241424245,134202.7242052229
2020-07-02,144499.6899181728,136206.22762224503,134620.44352858295
2020-07-06,145059.42713113775,137350.5159227294,135762.30014582525
2020-07-07,146579.48399078785,137437.4138544433,135829.9165151299
2020-07-08,146695.40505144894,138068.14704949563,136461.45295232369
2020-07-09,147540.2418862604,138511.04668042524,136899.27373741247
2020-07-10,148128.51676401868,138771.9758459945,137163.82208060412
2020-07-13,148477.32513709224,138089.45034409245,136463.76637461732
2020-07-14,147561.14905499612,138811.3637179127,137181.5900667596
2020-07-15,148525.4367566783,139017.81962585394,137389.76220296972
2020-07-16,148801.56647218455,138603.31697869272,136974.43995620645
2020-07-17,148250.33217124367,138886.08082901538,137252.768686779
2020-07-20,148628.38801119514,140103.32325086434,138475.11525551378
2020-07-21,150253.3168901302,140225.35749867605,138580.28188337432
2020-07-22,150416.9108906368,140991.43564440467,139341.59718143966
2020-07-23,151447.50171667914,140496.68221334496,138823.08379038583
2020-07-24,150783.1956654172,140288.31907192062,138619.08633739667
2020-07-27,150503.67251380338,141446.20745177206,139779.52799540263
2020-07-28,152053.02783457818,141338.48647833566,139678.06413891178
2020-07-29,151908.27934266586,142173.55936472863,140512.08517645454
2020-07-30,153033.61136902182,142197.8795507644,140522.39366067408
2020-07-31,153066.33374998748,143172.88696472562,141500.23373985724
2020-08-03,154374.78987243393,143648.55020315474,141976.12567364355
2020-08-04,155013.79278111347,144751.32373051182,143063.95398052418
2020-08-05,156501.32177820802,145015.90202205037,143330.51019636396
2020-08-06,156862.42603063316,146140.91438400108,144450.25911029804
2020-08-07,158383.57100464441,145165.4062143292,143474.5554726241
2020-08-10,157062.03428691474,144897.8248893476,143211.07005979447
2020-08-11,156700.14652440653,142209.21544362127,140534.4520007835
2020-08-12,153065.64153430445,142927.076170456,141264.2331750272
2020-08-13,154034.93463056852,143310.20007918667,141629.7373477659
2020-08-14,154551.05855034944,143044.48102914964,141372.4594447198
2020-08-17,154189.35873591012,144162.6521684349,142476.57544949383
2020-08-18,155692.48782700658,144965.77404204127,143269.7130840372
2020-08-19,156780.19735951888,143553.57329442227,141871.1348218592
2020-08-20,154871.08197188642,144499.2739798197,142807.49499116073
2020-08-21,156146.40453098313,144743.74609324732,143057.7533370145
2020-08-24,156476.62627248772,145006.99238268056,143341.36147263186
2020-08-25,156832.35745570864,145147.15143707176,143503.41359114955
2020-08-26,157025.39326715624,146289.39337900336,144674.20837878878
2020-08-27,158570.04113280703,145428.9086046809,143859.923995855
2020-08-28,157400.55146557133,146251.17008603664,144675.9586186519
2020-08-31,158509.43253486042,146641.6151557519,145058.01311067378
2020-09-01,159041.97680885927,147787.88888409085,146211.94019788216
2020-09-02,160598.13999501918,148391.20542404513,146815.54808849096
2020-09-03,161414.02653360588,145706.30032147007,144131.84545696984
2020-09-04,157767.00743565688,144607.10268322122,143035.03745835047
2020-09-08,156279.27902597026,142548.78336514017,141040.52822809797
2020-09-09,153498.70451522517,144149.46009979316,142564.90425126677
2020-09-10,155653.2459230561,143127.7031446735,141585.72439821996
2020-09-11,154274.12363481848,143003.08731678716,141474.98166498734
2020-09-14,154106.2228963888,144101.8960262581,142528.20728686886
2020-09-15,155586.37677872335,144516.9056658028,142913.25354495624
2020-09-16,156146.4825782095,143936.9139142156,142357.1292337298
2020-09-17,155363.15145582735,143163.93518055807,141618.44863575132
2020-09-18,154320.22569755954,142417.44167113196,140904.1596636603
2020-09-21,153314.39410743953,141741.14114154206,140231.2032051976
2020-09-22,152404.33522778304,142396.7006353984,140838.06867143273
2020-09-23,153285.4318174781,140289.46999457892,138814.03989821917
2020-09-24,150449.97498038394,140706.68945305448,139221.64878363328
2020-09-25,151009.27085172944,141735.6917807757,140186.43622456232
2020-09-28,152389.7035431133,142999.76901176822,141388.87802355443
2020-09-29,154088.57303803647,142991.7916724945,141384.64827379098
2020-09-30,154074.34672434785,142956.07242609907,141327.21615082104
2020-10-01,154029.7179065552,143899.00304711933,142236.68020306272
2020-10-02,155295.16288643776,142680.3145014471,141025.22182850033
2020-10-05,153654.6639594265,143376.37706228567,141707.6034001205
2020-10-06,154591.6647928465,142276.86897000275,140606.34380508141
2020-10-07,153106.28198941107,143041.49623890046,141364.43889660895
2020-10-08,154138.27137101398,143703.508594705,142020.40135018667
2020-10-09,155029.98324163386,144915.92085909695,143227.0346339384
2020-10-12,,146288.63275506237,144603.01690185597
2020-10-13,156664.94900263654,145845.99954276314,144154.02175942707
2020-10-14,156072.4122798086,145570.81630809497,143864.91985727102
